name,month,year,rain,tmean
buenos aires coronel dorrego,8,1993,0.00020374680946666667,10.112333333333334
buenos aires coronel dorrego,8,1994,0.0012941801501666667,9.102
buenos aires coronel dorrego,8,1995,0.0010596451895,8.553833333333333
buenos aires coronel dorrego,8,1996,0.0034063291616666666,11.398833333333332
buenos aires coronel dorrego,8,1997,0.0012508766971666666,9.445500000000001
buenos aires coronel dorrego,8,1998,0.0007986744046666667,10.257
buenos aires coronel dorrego,8,1999,0.0016386332933333333,10.206166666666666
buenos aires coronel dorrego,8,2000,0.0009749613721666667,8.275833333333333
buenos aires coronel dorrego,8,2001,0.003326475595,10.807666666666668
buenos aires coronel dorrego,8,2002,0.005076500271666667,9.46
buenos aires coronel dorrego,8,2003,0.0012828839783333333,8.739333333333333
buenos aires coronel dorrego,8,2004,0.0022886863100000003,9.378333333333334
buenos aires coronel dorrego,8,2005,0.0016949423149999999,9.215833333333334
buenos aires coronel dorrego,8,2006,0.00030144984366666666,9.361833333333333
buenos aires coronel dorrego,8,2007,0.0004776765558333333,7.1285
buenos aires coronel dorrego,8,2008,0.00040034110433333334,9.571333333333333
buenos aires coronel dorrego,8,2009,0.00023662917516666668,11.874333333333334
buenos aires coronel dorrego,8,2010,0.00019841928824999999,8.587833333333332
buenos aires coronel dorrego,8,2011,0.0009813196851666667,8.731833333333332
buenos aires coronel dorrego,8,2012,0.00310846067,9.865166666666665
buenos aires coronel dorrego,8,2013,0.0005198100125,8.783666666666667
buenos aires coronel dorrego,8,2014,0.0021481674816666665,11.024166666666668
buenos aires coronel dorrego,8,2015,0.0012370079783333332,10.577499999999999
buenos aires coronel dorrego,8,2016,0.00024925944383333336,10.8455
buenos aires coronel dorrego,8,2017,0.002720804885029745,10.639404296875025
buenos aires coronel dorrego,8,2018,0.0005986328508393968,9.609309895833357
buenos aires coronel dorrego,8,2019,0.00030222685503147504,9.839160156250024
buenos aires coronel dorrego,8,2020,0.0009627555652210566,9.807470703125025
buenos aires coronel dorrego,8,2021,0.000645669751490115,10.858024088541692
buenos aires coronel dorrego,8,2022,0.0004579860988693483,9.704964192708358
buenos aires coronel dorrego,9,1993,0.0006287615638333332,11.635666666666667
buenos aires coronel dorrego,9,1994,0.0008188242105,11.9975
buenos aires coronel dorrego,9,1995,0.0005364235754999999,11.863666666666665
buenos aires coronel dorrego,9,1996,0.0006316987865,11.581
buenos aires coronel dorrego,9,1997,0.0013247018583333332,10.045666666666667
buenos aires coronel dorrego,9,1998,0.004086210905,10.506166666666667
buenos aires coronel dorrego,9,1999,0.0012590371750000001,11.969
buenos aires coronel dorrego,9,2000,0.0025673152733333335,10.394833333333333
buenos aires coronel dorrego,9,2001,0.002830887663333333,10.933333333333334
buenos aires coronel dorrego,9,2002,0.0016042616683333332,11.087333333333333
buenos aires coronel dorrego,9,2003,0.0010545791355,12.315
buenos aires coronel dorrego,9,2004,0.0014357167861666666,11.911666666666667
buenos aires coronel dorrego,9,2005,0.0020055071066666665,11.079
buenos aires coronel dorrego,9,2006,0.00122344609,12.2205
buenos aires coronel dorrego,9,2007,0.004188489563333333,12.724166666666667
buenos aires coronel dorrego,9,2008,0.0015765793416666666,11.581666666666667
buenos aires coronel dorrego,9,2009,0.0012378007383333333,10.398666666666665
buenos aires coronel dorrego,9,2010,0.00170069663,11.706666666666667
buenos aires coronel dorrego,9,2011,0.0014711385066666666,12.47
buenos aires coronel dorrego,9,2012,0.0008228101465,12.192499999999999
buenos aires coronel dorrego,9,2013,0.0025751685716666668,10.296
buenos aires coronel dorrego,9,2014,0.00127250048,12.942
buenos aires coronel dorrego,9,2015,0.000655511557,10.511333333333333
buenos aires coronel dorrego,9,2016,0.0009431475408333333,11.253666666666668
buenos aires coronel dorrego,9,2017,0.0015837627773483034,12.182340494791692
buenos aires coronel dorrego,9,2018,0.0021778944957380037,13.058707682291692
buenos aires coronel dorrego,9,2019,0.0013352552506451349,11.484244791666692
buenos aires coronel dorrego,9,2020,0.0011618641360351932,11.563346354166692
buenos aires coronel dorrego,9,2021,0.0017213816133637683,12.901399739583358
buenos aires coronel dorrego,9,2022,0.00044174910290161834,12.970703125000025
buenos aires coronel dorrego,10,1993,0.001886364015,14.787833333333333
buenos aires coronel dorrego,10,1994,0.0018797678766666666,13.506666666666666
buenos aires coronel dorrego,10,1995,0.00200906262,14.151666666666667
buenos aires coronel dorrego,10,1996,0.0036751788866666666,15.138333333333332
buenos aires coronel dorrego,10,1997,0.0032858562583333332,13.813500000000001
buenos aires coronel dorrego,10,1998,0.0006552159478333333,16.652166666666666
buenos aires coronel dorrego,10,1999,0.001315220095,14.942
buenos aires coronel dorrego,10,2000,0.002667825228333333,13.028500000000001
buenos aires coronel dorrego,10,2001,0.0032537956016666664,14.5725
buenos aires coronel dorrego,10,2002,0.0035790466849999997,15.619
buenos aires coronel dorrego,10,2003,0.003805307455,15.8675
buenos aires coronel dorrego,10,2004,0.002836344603333333,13.993500000000001
buenos aires coronel dorrego,10,2005,0.0008726484736666667,13.910833333333333
buenos aires coronel dorrego,10,2006,0.004495425195,15.2205
buenos aires coronel dorrego,10,2007,0.0016880499116666667,15.801666666666668
buenos aires coronel dorrego,10,2008,0.0018181729866666668,15.189333333333334
buenos aires coronel dorrego,10,2009,0.0006349354686666667,15.255666666666666
buenos aires coronel dorrego,10,2010,0.0030543921433333334,14.765666666666668
buenos aires coronel dorrego,10,2011,0.0017415658316666666,13.249
buenos aires coronel dorrego,10,2012,0.0019314478133333334,15.032166666666665
buenos aires coronel dorrego,10,2013,0.002521602856666667,15.054833333333333
buenos aires coronel dorrego,10,2014,0.005819470123333333,15.511
buenos aires coronel dorrego,10,2015,0.0034296463533333337,11.511166666666666
buenos aires coronel dorrego,10,2016,0.002615861278333333,14.1945
buenos aires coronel dorrego,10,2017,0.0018260352313518033,14.570166015625025
buenos aires coronel dorrego,10,2018,0.0025824682515424484,13.865397135416691
buenos aires coronel dorrego,10,2019,0.0025138680047044615,13.764192708333358
buenos aires coronel dorrego,10,2020,0.00234066091167425,14.158496093750024
buenos aires coronel dorrego,10,2021,0.0006708608513387067,16.190332031250023
buenos aires coronel dorrego,10,2022,0.001807094526399495,14.399397786458358
buenos aires coronel dorrego,11,1993,0.0029613656483333333,16.4695
buenos aires coronel dorrego,11,1994,0.0017442522216666665,19.33833333333333
buenos aires coronel dorrego,11,1995,0.003304331575,18.022499999999997
buenos aires coronel dorrego,11,1996,0.0030385003916666665,18.581
buenos aires coronel dorrego,11,1997,0.002112853195,16.640666666666664
buenos aires coronel dorrego,11,1998,0.0022639401283333334,18.420166666666667
buenos aires coronel dorrego,11,1999,0.0028234903916666667,17.893666666666668
buenos aires coronel dorrego,11,2000,0.0015934130583333333,16.6145
buenos aires coronel dorrego,11,2001,0.003700258021666667,17.038666666666668
buenos aires coronel dorrego,11,2002,0.0062674557583333335,17.574833333333334
buenos aires coronel dorrego,11,2003,0.0018923617,17.849
buenos aires coronel dorrego,11,2004,0.0020305001016666666,17.175666666666665
buenos aires coronel dorrego,11,2005,0.0033580248633333335,18.715833333333332
buenos aires coronel dorrego,11,2006,0.0008992985213333334,18.112833333333334
buenos aires coronel dorrego,11,2007,0.002054681353333333,15.948
buenos aires coronel dorrego,11,2008,0.001806857285,21.075833333333332
buenos aires coronel dorrego,11,2009,0.0024767139466666667,17.722166666666666
buenos aires coronel dorrego,11,2010,0.0019779961783333334,16.664666666666665
buenos aires coronel dorrego,11,2011,0.005128152701666667,19.732000000000003
buenos aires coronel dorrego,11,2012,0.0030088431283333333,19.0885
buenos aires coronel dorrego,11,2013,0.0016828419733333334,18.363833333333332
buenos aires coronel dorrego,11,2014,0.002502579061666667,17.75433333333333
buenos aires coronel dorrego,11,2015,0.0018188489266666669,18.63133333333333
buenos aires coronel dorrego,11,2016,0.002107878021666667,18.55933333333333
buenos aires coronel dorrego,11,2017,0.0037566831568255537,15.93146158854169
buenos aires coronel dorrego,11,2018,0.004803262837231112,17.361458333333356
buenos aires coronel dorrego,11,2019,0.0020739615273971898,18.50830078125002
buenos aires coronel dorrego,11,2020,0.0021516859434389285,19.521679687500022
buenos aires coronel dorrego,11,2021,0.0032356948281327363,18.162630208333358
buenos aires coronel dorrego,11,2022,0.00165859664169446,19.34985351562502
buenos aires hipolito yrigoyen,8,1993,0.0006215181346153846,10.272307692307692
buenos aires hipolito yrigoyen,8,1994,0.002331345807692308,9.853076923076923
buenos aires hipolito yrigoyen,8,1995,0.0005901144569230769,9.418461538461539
buenos aires hipolito yrigoyen,8,1996,0.0018074541076923078,12.302307692307693
buenos aires hipolito yrigoyen,8,1997,0.0016890791230769232,10.813076923076922
buenos aires hipolito yrigoyen,8,1998,0.0010528142384615385,10.077692307692306
buenos aires hipolito yrigoyen,8,1999,0.0017541111846153846,10.68846153846154
buenos aires hipolito yrigoyen,8,2000,0.0012347461538461538,9.357692307692307
buenos aires hipolito yrigoyen,8,2001,0.0025783614384615387,11.97923076923077
buenos aires hipolito yrigoyen,8,2002,0.004003471753846154,10.839230769230769
buenos aires hipolito yrigoyen,8,2003,0.0009725748769230768,9.387692307692307
buenos aires hipolito yrigoyen,8,2004,0.0018942449230769233,10.371538461538462
buenos aires hipolito yrigoyen,8,2005,0.0016545047692307694,10.27076923076923
buenos aires hipolito yrigoyen,8,2006,0.00011779273123076923,10.085384615384616
buenos aires hipolito yrigoyen,8,2007,0.0002709048523076923,7.690769230769231
buenos aires hipolito yrigoyen,8,2008,0.001266040576923077,9.669230769230769
buenos aires hipolito yrigoyen,8,2009,5.455994784615384e-05,13.721538461538461
buenos aires hipolito yrigoyen,8,2010,0.00051609281,9.016153846153847
buenos aires hipolito yrigoyen,8,2011,0.0006390027223076923,8.911538461538461
buenos aires hipolito yrigoyen,8,2012,0.006014281915384615,10.594615384615384
buenos aires hipolito yrigoyen,8,2013,0.00018368480692307693,9.708461538461538
buenos aires hipolito yrigoyen,8,2014,0.002405185123076923,11.822307692307692
buenos aires hipolito yrigoyen,8,2015,0.002083169830769231,11.441538461538462
buenos aires hipolito yrigoyen,8,2016,0.00019523801384615385,11.464615384615383
buenos aires hipolito yrigoyen,8,2017,0.0035068657822333385,11.765020282451948
buenos aires hipolito yrigoyen,8,2018,0.0012262861620491153,9.606460336538486
buenos aires hipolito yrigoyen,8,2019,0.00015504084093169232,10.68774038461541
buenos aires hipolito yrigoyen,8,2020,0.00015997739459490767,10.90057466947118
buenos aires hipolito yrigoyen,8,2021,0.0003280643924461308,11.144151893028871
buenos aires hipolito yrigoyen,8,2022,0.0003981450796485,10.701280799278871
buenos aires hipolito yrigoyen,9,1993,0.0026867292076923075,11.61076923076923
buenos aires hipolito yrigoyen,9,1994,0.0015862611846153844,12.882307692307693
buenos aires hipolito yrigoyen,9,1995,0.001148120646923077,13.288461538461538
buenos aires hipolito yrigoyen,9,1996,0.0011892481615384616,12.624615384615385
buenos aires hipolito yrigoyen,9,1997,0.0014476500000000002,11.807692307692308
buenos aires hipolito yrigoyen,9,1998,0.002617247892307692,11.228461538461538
buenos aires hipolito yrigoyen,9,1999,0.003927086146153846,12.787692307692309
buenos aires hipolito yrigoyen,9,2000,0.0026329645000000004,11.786153846153846
buenos aires hipolito yrigoyen,9,2001,0.003397731253846154,12.09153846153846
buenos aires hipolito yrigoyen,9,2002,0.0020752432692307692,12.15230769230769
buenos aires hipolito yrigoyen,9,2003,0.0008788287753846154,13.253076923076922
buenos aires hipolito yrigoyen,9,2004,0.001226688846153846,12.986923076923075
buenos aires hipolito yrigoyen,9,2005,0.0017550258307692307,12.448461538461537
buenos aires hipolito yrigoyen,9,2006,0.0012215905692307693,13.370000000000001
buenos aires hipolito yrigoyen,9,2007,0.0038300106692307693,13.762307692307692
buenos aires hipolito yrigoyen,9,2008,0.0020963382846153848,12.436923076923078
buenos aires hipolito yrigoyen,9,2009,0.004237702484615385,11.028461538461539
buenos aires hipolito yrigoyen,9,2010,0.004965171199999999,12.576153846153847
buenos aires hipolito yrigoyen,9,2011,0.000762641396923077,13.84769230769231
buenos aires hipolito yrigoyen,9,2012,0.0013713429,13.010769230769231
buenos aires hipolito yrigoyen,9,2013,0.0016268073999999998,11.799230769230768
buenos aires hipolito yrigoyen,9,2014,0.0015557607769230769,13.71923076923077
buenos aires hipolito yrigoyen,9,2015,0.001320071646153846,11.694615384615386
buenos aires hipolito yrigoyen,9,2016,0.001442099523076923,12.65846153846154
buenos aires hipolito yrigoyen,9,2017,0.0035381193201128617,12.692303936298101
buenos aires hipolito yrigoyen,9,2018,0.0025055039351662305,14.406884765625025
buenos aires hipolito yrigoyen,9,2019,0.0002661549548904461,13.57367037259618
buenos aires hipolito yrigoyen,9,2020,0.0035011731983663466,12.463994891826948
buenos aires hipolito yrigoyen,9,2021,0.0035956466498855925,13.251179387019256
buenos aires hipolito yrigoyen,9,2022,0.00028613768406026926,14.01995943509618
buenos aires hipolito yrigoyen,10,1993,0.0021569193923076926,16.042307692307695
buenos aires hipolito yrigoyen,10,1994,0.002563592630769231,14.715384615384616
buenos aires hipolito yrigoyen,10,1995,0.002387854823076923,15.503846153846155
buenos aires hipolito yrigoyen,10,1996,0.003135225138461539,16.642307692307693
buenos aires hipolito yrigoyen,10,1997,0.006381760046153846,14.850000000000001
buenos aires hipolito yrigoyen,10,1998,0.0010809825923076923,17.405384615384612
buenos aires hipolito yrigoyen,10,1999,0.0017226369307692308,15.103076923076923
buenos aires hipolito yrigoyen,10,2000,0.004482651476923076,14.834615384615384
buenos aires hipolito yrigoyen,10,2001,0.006583604223076923,15.918461538461539
buenos aires hipolito yrigoyen,10,2002,0.006149281446153846,16.53076923076923
buenos aires hipolito yrigoyen,10,2003,0.003133840392307692,17.104615384615382
buenos aires hipolito yrigoyen,10,2004,0.0026201917153846153,15.335384615384616
buenos aires hipolito yrigoyen,10,2005,0.0016885542076923077,15.617692307692307
buenos aires hipolito yrigoyen,10,2006,0.007158480838461539,16.85923076923077
buenos aires hipolito yrigoyen,10,2007,0.005719251492307693,16.576923076923077
buenos aires hipolito yrigoyen,10,2008,0.00431681383076923,15.590000000000002
buenos aires hipolito yrigoyen,10,2009,0.0011190266669230768,16.205384615384617
buenos aires hipolito yrigoyen,10,2010,0.0014130517692307692,15.366153846153846
buenos aires hipolito yrigoyen,10,2011,0.0018252880076923077,14.88846153846154
buenos aires hipolito yrigoyen,10,2012,0.0092191375,15.879999999999999
buenos aires hipolito yrigoyen,10,2013,0.0018435327846153848,16.80923076923077
buenos aires hipolito yrigoyen,10,2014,0.0024210154461538464,17.50923076923077
buenos aires hipolito yrigoyen,10,2015,0.0040766087307692305,12.95
buenos aires hipolito yrigoyen,10,2016,0.004662134261538461,15.38846153846154
buenos aires hipolito yrigoyen,10,2017,0.0023005172037160846,15.628038611778871
buenos aires hipolito yrigoyen,10,2018,0.002505844190286862,15.851277043269256
buenos aires hipolito yrigoyen,10,2019,0.0022423767950385384,16.04790414663464
buenos aires hipolito yrigoyen,10,2020,0.004164056655449308,14.885907451923101
buenos aires hipolito yrigoyen,10,2021,0.0011818387563554693,16.474924879807716
buenos aires hipolito yrigoyen,10,2022,0.0013131603616504078,16.099380258413483
buenos aires hipolito yrigoyen,11,1993,0.0050824870769230765,17.662307692307692
buenos aires hipolito yrigoyen,11,1994,0.0018445626076923076,19.764615384615386
buenos aires hipolito yrigoyen,11,1995,0.004076225761538462,19.73923076923077
buenos aires hipolito yrigoyen,11,1996,0.0033304717615384614,19.933846153846154
buenos aires hipolito yrigoyen,11,1997,0.004225675746153846,17.69076923076923
buenos aires hipolito yrigoyen,11,1998,0.0034286709384615385,18.863846153846154
buenos aires hipolito yrigoyen,11,1999,0.0020905679615384615,18.86846153846154
buenos aires hipolito yrigoyen,11,2000,0.0033870570846153848,17.327692307692306
buenos aires hipolito yrigoyen,11,2001,0.003932723230769231,17.67153846153846
buenos aires hipolito yrigoyen,11,2002,0.007110495307692307,18.803846153846152
buenos aires hipolito yrigoyen,11,2003,0.007618613907692307,18.84
buenos aires hipolito yrigoyen,11,2004,0.0031469953923076925,18.12076923076923
buenos aires hipolito yrigoyen,11,2005,0.003357214,20.320769230769233
buenos aires hipolito yrigoyen,11,2006,0.0014176116384615385,18.858461538461537
buenos aires hipolito yrigoyen,11,2007,0.002127410484615385,17.744615384615386
buenos aires hipolito yrigoyen,11,2008,0.0030216869000000003,22.074615384615388
buenos aires hipolito yrigoyen,11,2009,0.0033488309999999996,19.39923076923077
buenos aires hipolito yrigoyen,11,2010,0.0020053327384615383,18.993076923076924
buenos aires hipolito yrigoyen,11,2011,0.003937819376923077,21.063846153846153
buenos aires hipolito yrigoyen,11,2012,0.003957488615384615,19.914615384615384
buenos aires hipolito yrigoyen,11,2013,0.003986189576923076,19.734615384615385
buenos aires hipolito yrigoyen,11,2014,0.002201244676923077,19.506923076923076
buenos aires hipolito yrigoyen,11,2015,0.0028515025615384612,18.71
buenos aires hipolito yrigoyen,11,2016,0.0020745427615384616,19.40153846153846
buenos aires hipolito yrigoyen,11,2017,0.0021418714448092767,18.270166015625023
buenos aires hipolito yrigoyen,11,2018,0.006001291868205216,18.8146183894231
buenos aires hipolito yrigoyen,11,2019,0.0025666785569717844,21.228117487980793
buenos aires hipolito yrigoyen,11,2020,0.0011772136472594846,20.34819711538464
buenos aires hipolito yrigoyen,11,2021,0.004233618840002054,19.1715519831731
buenos aires hipolito yrigoyen,11,2022,0.0015652598992276232,21.27170597956733
